timestep,demand_el,biomass,brown_lig,coal_derived_gas,fossil_gas,fossil_hardcoal,fossil_oil,fossil_oil_shale,fossil_peat,geothermal,hydro_pumped_storage,run_of_river,hydro_water_reservoir,marine,nuclear,other ,other_renewable,solar,waste,wind_offshore
1123,323490.3421423,4461,17688,534,1777,17941,179,n/e,n/e,11,518,1403,146,n/e,10703,7035,95,31,242,986
1124,322456.5022701,4467,17700,528,1781,18104,179,n/e,n/e,11,1408,1430,153,n/e,10729,7239,95,10,236,863
1125,308236.5886713,4460,17735,529,1782,18155,179,n/e,n/e,11,3148,1442,152,n/e,10710,7294,95,7,243,886
1126,296476.6601254,4461,17706,530,1782,18163,179,n/e,n/e,11,4680,1447,173,n/e,10729,7298,95,0,242,846
1127,291044.38544,4471,17736,525,1785,18178,180,n/e,n/e,11,4812,1446,154,n/e,10725,7183,95,0,241,801
1128,274862.945298,4469,17734,526,1776,18277,179,n/e,n/e,11,4682,1440,152,n/e,10726,7053,95,0,237,819
1129,266509.1499024,4453,17720,529,1760,18390,179,n/e,n/e,11,4296,1434,109,n/e,10719,7119,95,0,237,792
1130,263218.4006665,4440,17735,529,1770,18455,179,n/e,n/e,11,2464,1431,113,n/e,10724,7071,95,0,237,798
1131,257047.6689295,4443,17742,532,1776,18347,179,n/e,n/e,11,2188,1425,104,n/e,10743,7174,95,0,230,900
1132,253581.5361438,4442,17753,533,1766,18114,179,n/e,n/e,11,3224,1418,97,n/e,10743,7057,95,0,229,803
1133,255358.4484241,4424,17706,537,1764,18198,179,n/e,n/e,11,2280,1431,105,n/e,10742,6797,95,0,241,719
1134,259378.4239985,4411,17682,534,1768,18191,180,n/e,n/e,11,2385,1429,46,n/e,10736,6709,95,0,227,731
1135,280987.5234693,4425,17685,531,1768,17671,180,n/e,n/e,11,1239,1428,42,n/e,10732,6731,95,0,245,760
1136,306482.7531739,4427,17736,525,1765,17038,180,n/e,n/e,11,814,1425,41,n/e,10720,6652,95,0,241,717
1137,313382.7112492,4435,17750,524,1752,16329,181,n/e,n/e,11,914,1413,47,n/e,10721,6351,95,0,242,710
1138,315528.8520553,4447,17762,531,1592,15676,180,n/e,n/e,11,747,1415,41,n/e,10726,6042,95,0,239,757
1139,315953.4648599,4457,17784,531,1442,15285,180,n/e,n/e,11,458,1410,30,n/e,10732,6206,95,0,236,755
1140,319248.8294524,4451,17775,532,1323,14755,180,n/e,n/e,11,330,1406,28,n/e,10725,5842,95,0,255,790
1141,317670.3775048,4436,17656,528,1309,14233,180,n/e,n/e,11,359,1402,40,n/e,10741,5305,95,0,290,821
1142,314601.1653843,4438,17631,519,1303,13702,180,n/e,n/e,11,287,1400,53,n/e,10712,4959,95,0,302,861
1143,312191.9492536,4437,17626,515,1306,12709,180,n/e,n/e,11,375,1397,47,n/e,10618,5023,95,0,314,824
1144,310391.9601905,4439,17460,516,1300,12411,180,n/e,n/e,11,8,1400,47,n/e,10626,5043,95,0,309,721
1145,307045.8266757,4432,17181,509,1301,11733,181,n/e,n/e,11,773,1402,98,n/e,10705,4460,95,0,310,676
1146,314421.166478,4437,17088,515,1299,11131,180,n/e,n/e,11,389,1394,101,n/e,10651,4221,95,0,306,653
1147,333048.7456032,4434,17128,521,1300,10426,180,n/e,n/e,11,1,1392,79,n/e,10625,4655,95,0,311,700
1148,327953.3919475,4433,17077,524,1290,9965,180,n/e,n/e,11,0,1394,70,n/e,10576,4626,95,0,301,674
1149,311490.4150547,4419,16796,526,1252,9494,180,n/e,n/e,11,99,1394,106,n/e,10660,3694,95,0,290,693
1150,298913.5683955,4424,16558,519,1249,8847,180,n/e,n/e,11,73,1393,100,n/e,10644,3714,95,0,295,724
1151,289401.3185003,4435,16530,520,1245,8304,180,n/e,n/e,11,102,1395,104,n/e,10651,3687,95,0,306,735
1152,272564.4977251,4436,16565,510,1235,7890,182,n/e,n/e,11,0,1393,59,n/e,10605,3777,95,0,304,798
1153,259752.2678808,4410,16993,508,1220,7786,182,n/e,n/e,11,1,1393,153,n/e,10658,3560,95,0,302,857
1154,251135.3971606,4413,17067,507,1193,7207,182,n/e,n/e,11,0,1396,146,n/e,10656,3653,95,0,307,875
1155,247013.8837417,4406,17131,514,1187,6913,182,n/e,n/e,11,0,1401,111,n/e,10651,3731,95,0,302,937
1156,244909.2811448,4395,17263,511,1175,6747,182,n/e,n/e,11,0,1401,96,n/e,10647,3663,95,0,310,1021
1157,248804.6420917,4383,17521,516,1180,6505,182,n/e,n/e,11,0,1397,91,n/e,10640,3513,95,0,308,1152
1158,253535.3825781,4383,17506,515,1183,6428,182,n/e,n/e,11,0,1397,61,n/e,10614,3304,95,0,313,1276
1159,277161.392871,4378,17500,509,1186,6335,182,n/e,n/e,11,0,1398,54,n/e,10632,2937,95,0,304,1364
1160,304756.6098159,4375,17494,501,1186,6230,182,n/e,n/e,11,1,1394,48,n/e,10580,2989,95,0,308,1492
1161,313318.0962572,4371,17518,506,1190,6110,182,n/e,n/e,11,0,1393,93,n/e,10673,3376,95,0,298,1642
1162,316894.9976006,4376,17475,507,1188,6090,182,n/e,n/e,11,1,1394,78,n/e,10691,3185,95,0,295,1712
1163,322424.1947741,4382,17525,506,1193,6097,182,n/e,n/e,11,0,1394,55,n/e,10671,3101,95,0,304,1783
1164,325064.1787334,4392,17526,509,1188,6065,182,n/e,n/e,11,0,1395,54,n/e,10642,3222,95,0,303,1884
1165,323536.495708,4388,17530,515,1189,5886,182,n/e,n/e,11,0,1395,49,n/e,10602,2912,95,0,308,2025
1166,318971.9080581,4391,17472,516,1192,5772,182,n/e,n/e,11,0,1393,44,n/e,10523,2904,95,0,301,2167
1167,313604.2483647,4393,17452,513,1196,5681,182,n/e,n/e,11,61,1393,44,n/e,10490,3055,95,0,290,2240
1168,308471.9718565,4394,17460,515,1192,5661,182,n/e,n/e,11,0,1395,49,n/e,10470,3356,95,0,299,2291
1169,302250.4711972,4389,17407,516,1189,5801,182,n/e,n/e,11,0,1396,118,n/e,10629,3330,95,0,292,2357
1170,309238.1210474,4395,17362,512,1196,5973,182,n/e,n/e,11,0,1398,64,n/e,10572,3368,95,0,292,2441
1171,328008.7762264,4393,17361,514,1201,6056,182,n/e,n/e,11,1,1397,102,n/e,10556,3704,95,0,292,2455
1172,325299.5619185,4384,17344,518,1205,6260,182,n/e,n/e,11,1,1397,106,n/e,10590,3939,95,0,292,2467
1173,309182.7367686,4388,17427,518,1204,6554,182,n/e,n/e,11,33,1398,62,n/e,10590,4135,95,0,292,2500
1174,296292.0458626,4400,17445,510,1206,6717,182,n/e,n/e,11,0,1407,81,n/e,10592,4299,95,0,295,2544
1175,287052.1020051,4405,17457,517,1207,6980,182,n/e,n/e,11,9,1416,96,n/e,10555,4453,95,0,296,2598
1176,269942.9751921,4400,17460,523,1315,7785,182,n/e,n/e,11,82,1409,77,n/e,10613,4432,95,0,299,2585
1177,257910.7406085,4402,17460,517,1444,8905,182,n/e,n/e,11,190,1409,84,n/e,10632,4836,95,0,291,2534
1178,251776.9317241,4411,17533,498,1483,9976,182,n/e,n/e,11,302,1417,147,n/e,10676,4878,95,0,291,2441
1179,247816.9557852,4421,17512,510,1492,11550,182,n/e,n/e,11,134,1420,101,n/e,10675,5130,95,0,291,2357
1180,246400.0413176,4433,17530,511,1494,12902,182,n/e,n/e,11,179,1422,107,n/e,10675,5360,95,0,291,2213
1181,248578.4896196,4428,17681,508,1623,13931,182,n/e,n/e,11,401,1409,92,n/e,10643,5837,95,0,291,2113
1182,251689.2399493,4424,17764,507,1838,14906,182,n/e,n/e,11,275,1393,122,n/e,10666,6037,95,0,285,2061
1183,274046.0271848,4423,17784,512,2008,15896,182,n/e,n/e,11,307,1389,113,n/e,10667,6108,95,0,290,1988
1184,303307.3878522,4433,17679,509,2140,16729,183,n/e,n/e,11,494,1396,124,n/e,10668,6110,95,0,291,1870
1185,314984.2399798,4429,17061,503,2152,17848,184,n/e,n/e,11,1086,1405,97,n/e,10680,6310,95,7,294,1597
1186,317707.3003573,4427,16844,505,2198,18429,184,n/e,n/e,11,629,1407,84,n/e,10686,6687,95,68,295,1454
1187,320568.8214321,4428,16843,506,2377,18609,184,n/e,n/e,11,703,1408,82,n/e,10691,6617,95,147,299,1269
1188,322211.8883718,4427,16835,505,2473,18720,184,n/e,n/e,11,645,1404,85,n/e,10719,6652,95,253,304,1085
1189,318445.7574089,4424,16786,503,2380,18816,184,n/e,n/e,11,345,1381,76,n/e,10714,6570,95,361,300,902
1190,312210.4106799,3184,16823,431,2352,18884,184,n/e,n/e,11,178,1236,76,n/e,10714,6428,95,514,6,841
1191,306261.2160584,3184,16848,446,2349,18884,183,n/e,n/e,11,518,1206,75,n/e,10714,6523,95,719,7,677
1192,302499.7004521,3184,16812,447,2335,18894,183,n/e,n/e,11,576,1219,74,n/e,10718,6449,95,973,8,597
1193,298955.1066047,3184,16814,449,2334,18788,183,n/e,n/e,11,217,1214,70,n/e,10696,6296,95,1205,7,536
1194,307156.5952334,3184,16823,442,2340,18841,183,n/e,n/e,11,148,1230,91,n/e,10717,6187,95,1389,7,451
1195,322271.8880072,3184,16835,450,2354,18810,183,n/e,n/e,11,151,1216,80,n/e,10709,6254,95,1673,7,370
1196,317231.9186304,3184,16778,459,2345,18709,183,n/e,n/e,11,442,1224,128,n/e,10708,6289,95,1936,8,346
1197,297265.8860993,3184,16623,460,2348,18801,183,n/e,n/e,11,685,1219,110,n/e,10737,6134,95,2065,8,297
1198,283835.1984743,3184,16347,460,2424,18940,183,n/e,n/e,11,1434,1222,144,n/e,10733,6325,95,2167,7,222
1199,278518.3077032,3184,16330,450,2565,18979,183,n/e,n/e,11,1389,1232,160,n/e,10730,6388,95,2353,8,227
1200,262553.7893201,3184,16344,434,2588,19072,183,n/e,n/e,11,1089,1235,140,n/e,10730,6383,95,2447,7,238
1201,249123.1016951,3184,16307,435,2589,19147,183,n/e,n/e,11,452,1228,135,n/e,10695,6172,95,2538,7,210
1202,243072.3692291,3184,16342,436,2583,19052,183,n/e,n/e,11,216,1226,130,n/e,10700,6204,95,2600,8,207
1203,237487.7877767,3184,16326,430,2448,19070,183,n/e,n/e,11,429,1224,142,n/e,10717,6165,95,2613,7,188
1204,235087.8023592,3184,16294,430,2390,19208,183,n/e,n/e,11,296,1209,149,n/e,10725,6082,95,2567,7,204
1205,237321.6349401,3184,16267,437,2379,19170,183,n/e,n/e,11,908,1202,157,n/e,10736,6222,95,2574,8,174
1206,233777.0410927,3184,16277,437,2550,19115,183,n/e,n/e,11,843,1210,152,n/e,10715,6241,95,2501,8,143
1207,228243.2285627,3184,16322,436,2699,19107,183,n/e,n/e,11,244,1217,158,n/e,10723,6322,95,2264,8,183
1208,235272.4166221,3184,16298,445,2697,18906,183,n/e,n/e,11,213,1209,121,n/e,10685,6237,95,2164,7,195
1209,248670.7967511,3184,16252,454,2786,19127,183,n/e,n/e,11,163,1211,124,n/e,10667,6234,95,2067,7,228
1210,258496.8908932,3184,16277,454,2804,19290,183,n/e,n/e,11,137,1214,156,n/e,10719,6080,95,1918,7,210
1211,263643.0134711,3184,16287,449,2843,19348,184,n/e,n/e,11,338,1215,164,n/e,10723,6319,95,1700,7,202
1212,266956.8394899,3184,16403,441,2918,19296,184,n/e,n/e,11,585,1218,162,n/e,10725,6525,95,1429,7,282
1213,270072.2051762,3184,17017,449,3059,19137,184,n/e,n/e,11,354,1217,156,n/e,10725,6213,95,1184,7,397
1214,263190.7085271,3184,17183,451,3161,19096,184,n/e,n/e,11,511,1213,152,n/e,10725,6284,95,872,6,324
1215,256184.5972505,4434,17171,523,3201,19136,184,n/e,n/e,11,781,1355,93,n/e,10727,6322,95,636,301,290
1216,253567.6900741,4438,17166,514,3243,19173,184,n/e,n/e,11,819,1353,89,n/e,10724,6796,95,402,299,403
1217,252229.2366682,4447,17274,510,3270,19307,185,n/e,n/e,11,576,1351,91,n/e,10682,6646,95,213,301,533
1218,262023.0233143,4452,17269,524,3456,19571,185,n/e,n/e,11,717,1350,89,n/e,10694,6624,95,91,294,472
1219,284772.1158585,4445,17284,534,3638,19816,218,n/e,n/e,11,1750,1349,100,n/e,10679,6592,95,27,295,301
1220,282229.0543872,4455,17316,528,3848,20053,443,n/e,n/e,11,1338,1351,80,n/e,10666,7162,95,9,287,292
1221,265323.0032634,4454,17390,526,3933,20264,441,n/e,n/e,11,564,1358,58,n/e,10641,6770,95,6,302,419
1222,256553.8257763,4458,17628,534,3970,20364,439,n/e,n/e,11,1327,1370,71,n/e,10679,6861,95,0,292,697
1223,255663.0619579,4460,17745,538,4002,20359,438,n/e,n/e,11,1822,1368,69,n/e,10679,6909,95,0,296,884
1224,243806.210924,4462,17792,527,3981,20380,438,n/e,n/e,11,2200,1368,75,n/e,10690,6918,95,0,303,806
1225,232867.815848,4461,17792,525,3982,20403,442,n/e,n/e,11,3141,1362,123,n/e,10664,6816,95,0,307,907
1226,221763.2679354,4464,17741,530,3813,20366,446,n/e,n/e,11,1522,1363,105,n/e,10665,6779,95,0,305,1144
1227,217046.3735187,4444,17733,535,3928,20362,358,n/e,n/e,11,3208,1358,67,n/e,10668,6858,95,0,295,1333
1228,215024.8473401,4452,17748,531,3995,20314,254,n/e,n/e,11,1586,1358,80,n/e,10672,6883,95,0,291,1435
1229,212384.8633808,4450,17763,526,3806,20322,195,n/e,n/e,11,2521,1361,74,n/e,10676,6823,95,0,300,1354
1230,210441.7982639,4454,17740,536,3460,20005,195,n/e,n/e,11,1817,1366,69,n/e,10673,6806,95,0,292,1117
1231,201501.8525837,4458,17691,529,3262,20119,195,n/e,n/e,11,1765,1368,58,n/e,10666,6826,95,0,299,1065
1232,204931.0625168,4460,17670,519,3151,20077,195,n/e,n/e,11,876,1368,57,n/e,10647,6776,95,0,295,1026
1233,210940.2567737,4461,17704,524,2933,19633,195,n/e,n/e,11,1490,1371,125,n/e,10676,6716,95,0,294,940
1234,218707.9018847,4470,17799,526,2451,19481,195,n/e,n/e,11,861,1377,79,n/e,10674,6557,95,0,311,1092
1235,228580.1495925,4473,17833,517,1956,19366,195,n/e,n/e,11,630,1373,68,n/e,10657,6317,95,0,313,1126
1236,238987.7786627,4473,17847,519,1733,18813,195,n/e,n/e,11,544,1371,62,n/e,10646,6166,95,0,313,952
1237,236592.4086017,4473,17892,531,1315,18324,195,n/e,n/e,11,667,1368,95,n/e,10686,5982,95,0,313,853
1238,227181.6965511,4473,17928,527,1295,17895,195,n/e,n/e,11,471,1370,85,n/e,10671,5667,95,0,316,740
1239,219778.6646094,4476,17968,532,1305,17307,195,n/e,n/e,11,0,1373,80,n/e,10652,5969,95,0,313,730
1240,217226.372425,4478,17921,529,1303,16753,195,n/e,n/e,11,74,1372,80,n/e,10643,5788,95,0,309,848
1241,219206.3603944,4471,17923,529,1300,16117,195,n/e,n/e,11,368,1356,96,n/e,10654,4805,95,0,299,934
1242,233260.1211567,4471,17864,535,1306,15282,195,n/e,n/e,11,40,1349,91,n/e,10633,4782,95,0,289,877
1243,262466.0975452,4470,17648,541,1315,14585,195,n/e,n/e,11,1,1349,94,n/e,10637,4812,95,0,289,817
1244,263296.8617282,4472,17601,543,1315,13907,195,n/e,n/e,11,0,1352,98,n/e,10627,4936,95,0,305,692
1245,254619.9913726,4470,17598,538,1314,13029,195,n/e,n/e,11,11,1355,155,n/e,10686,4423,95,0,313,928
1246,249884.6355295,4473,17662,539,1319,12458,195,n/e,n/e,11,0,1355,87,n/e,10659,3924,95,0,319,1005
1247,252460.0044968,4470,17682,535,1315,11781,195,n/e,n/e,11,1,1354,100,n/e,10608,3887,95,0,312,876
1248,240197.0020846,4463,17650,528,1267,11214,195,n/e,n/e,11,0,1350,98,n/e,10526,3874,95,0,310,987
1249,231533.9777987,4420,17685,531,1213,10961,195,n/e,n/e,11,0,1343,108,n/e,10622,3882,95,0,299,797
1250,226780.1605293,4420,17674,532,1197,10654,195,n/e,n/e,11,1,1346,107,n/e,10595,4105,95,0,292,872
1251,226466.3162824,4418,17666,529,1196,10188,195,n/e,n/e,11,2,1345,98,n/e,10552,3741,95,0,292,935
1252,226447.8548562,4418,17668,528,1189,10257,195,n/e,n/e,11,0,1344,93,n/e,10524,3420,95,0,275,848
1253,230426.2922213,4418,17657,536,1192,10190,195,n/e,n/e,11,0,1335,136,n/e,10567,3156,95,0,276,733
1254,236786.2535778,4420,17621,542,1200,9765,195,n/e,n/e,11,0,1335,107,n/e,10655,3199,95,0,285,644
1255,269633.7463018,4420,17619,549,1216,9510,195,n/e,n/e,11,0,1332,123,n/e,10676,3377,95,0,295,567
1256,299578.1797419,4431,17609,540,1214,9469,195,n/e,n/e,11,0,1333,108,n/e,10661,3448,95,0,292,498
1257,310567.3437402,4426,17582,537,1204,9433,195,n/e,n/e,11,0,1319,141,n/e,10703,3299,95,0,292,467
1258,312828.8684606,4426,17523,539,1211,9382,195,n/e,n/e,11,0,1318,126,n/e,10695,3380,95,0,285,381
1259,314735.0107249,4428,17532,537,1210,9400,195,n/e,n/e,11,149,1317,137,n/e,10693,3113,95,0,281,332
1260,319078.0612593,4429,17553,526,1194,9433,195,n/e,n/e,11,0,1317,107,n/e,10659,3112,95,0,286,466
1261,317125.7654293,4410,17572,525,1192,9127,195,n/e,n/e,11,107,1331,129,n/e,10661,3343,95,0,306,500
1262,313405.7880321,4410,17522,512,1192,9026,195,n/e,n/e,11,0,1334,114,n/e,10663,3343,95,0,301,444
1263,307964.2826335,4411,17545,513,1195,8928,195,n/e,n/e,11,69,1334,128,n/e,10654,3255,95,0,297,423
1264,304133.5366786,4411,17541,531,1188,9123,195,n/e,n/e,11,0,1337,140,n/e,10697,3254,95,0,301,375
1265,299181.2590767,4411,17564,528,1195,9244,195,n/e,n/e,11,1,1348,132,n/e,10687,3762,95,0,289,337
1266,307535.0544723,4414,17569,511,1202,9340,195,n/e,n/e,11,0,1353,136,n/e,10688,3961,95,0,295,315
1267,330634.914116,4413,17575,525,1209,9610,195,n/e,n/e,11,0,1352,135,n/e,10688,4098,95,0,296,348
1268,327634.9323441,4413,17574,523,1210,10250,195,n/e,n/e,11,0,1352,130,n/e,10681,4534,95,0,298,415
1269,310784.2654991,4417,17589,518,1244,11148,195,n/e,n/e,11,0,1351,131,n/e,10666,4639,95,0,295,434
1270,296698.1972409,4415,17618,525,1264,11830,195,n/e,n/e,11,1,1359,142,n/e,10670,4499,95,0,291,464
1271,287421.3305309,4418,17623,519,1323,12947,195,n/e,n/e,11,0,1366,134,n/e,10689,4353,95,0,296,480
1272,270427.5876322,4421,17621,520,1381,14045,195,n/e,n/e,11,3,1369,119,n/e,10702,4647,95,0,291,499
1273,256203.0586768,4429,17683,531,1522,15146,196,n/e,n/e,11,93,1363,139,n/e,10672,4926,95,0,295,588
1274,250253.8640553,4437,17702,521,1798,16313,196,n/e,n/e,11,0,1361,128,n/e,10691,5243,95,0,291,633
1275,247235.4208571,4437,17730,520,1897,17421,196,n/e,n/e,11,326,1368,153,n/e,10716,5356,95,0,291,706
1276,246353.8877519,4447,17702,527,2003,18360,197,n/e,n/e,11,305,1363,146,n/e,10711,5694,95,0,291,728
1277,249423.0998723,4450,17554,520,2298,18755,197,n/e,n/e,11,0,1352,87,n/e,10664,6293,95,0,291,734
1278,254961.5277589,4450,17562,514,2704,19064,198,n/e,n/e,11,189,1356,106,n/e,10704,6268,95,0,292,823
1279,281430.5977002,4447,17561,523,3112,19364,199,n/e,n/e,11,798,1348,138,n/e,10728,6214,95,0,300,906
1280,306861.2124128,4452,17595,524,3258,19505,199,n/e,n/e,11,2442,1330,161,n/e,10753,6433,95,0,306,938
1281,315616.5438302,4411,17592,525,3346,19182,199,n/e,n/e,11,2140,1326,131,n/e,10757,6769,95,16,304,934
1282,316064.2334177,4404,17607,523,3422,18975,199,n/e,n/e,11,4056,1321,138,n/e,10759,6711,95,188,301,1004
1283,318307.2967117,4398,17624,513,3431,18962,199,n/e,n/e,11,3702,1309,140,n/e,10757,6704,95,567,307,1013
1284,322165.734806,4404,17609,509,3418,18958,199,n/e,n/e,11,1170,1303,107,n/e,10754,6654,95,1119,302,1083
1285,320176.5161235,4409,17516,482,3418,19106,199,n/e,n/e,11,2544,1301,129,n/e,10757,6630,95,1810,302,1206
1286,318482.6802615,4412,17505,481,3409,19143,200,n/e,n/e,11,1683,1294,83,n/e,10730,6572,95,2594,317,1277
1287,313650.4019304,4412,17491,491,3399,18267,199,n/e,n/e,11,478,1291,85,n/e,10749,6403,95,3378,313,1337
1288,310978.1104751,4415,17505,504,3242,18955,209,n/e,n/e,11,94,1297,83,n/e,10740,6429,95,4150,303,1411
1289,304622.7644753,4413,17552,504,3328,18761,264,n/e,n/e,11,1327,1301,80,n/e,10740,6441,95,5015,313,1439
1290,308924.2768005,4416,17512,508,3233,18491,314,n/e,n/e,11,1086,1310,61,n/e,10705,6379,95,5803,301,1460
1291,326185.7103804,4419,17504,507,3167,18435,352,n/e,n/e,11,1077,1315,72,n/e,10671,6268,95,6574,296,1531
1292,323905.7242338,4421,17447,509,3079,18298,376,n/e,n/e,11,1044,1316,68,n/e,10642,6126,95,7347,308,1667
1293,306413.5228253,4416,17193,508,3034,18269,378,n/e,n/e,11,37,1318,73,n/e,10663,6012,95,7967,301,1780
1294,291427.4600355,4415,17153,469,2966,18169,365,n/e,n/e,11,349,1315,66,n/e,10657,6031,95,8648,292,1756
1295,281144.4455927,4420,17246,455,2913,17936,213,n/e,n/e,11,57,1323,98,n/e,10672,6024,95,9166,290,1777
1296,262867.633567,4423,17309,465,2770,17788,197,n/e,n/e,11,129,1325,61,n/e,10674,6056,95,9586,292,1769
1297,247886.1861338,4419,17198,483,2724,17673,196,n/e,n/e,11,7,1326,70,n/e,10659,6005,95,9830,283,1816
1298,240635.460959,4418,17348,505,2607,17345,196,n/e,n/e,11,24,1324,87,n/e,10605,6199,95,9949,293,1841
1299,238184.7066191,4417,17420,500,2639,17241,197,n/e,n/e,11,6,1324,61,n/e,10630,6059,95,9907,288,1815
1300,236633.9468109,4414,17434,478,2691,17284,197,n/e,n/e,11,0,1323,91,n/e,10707,6055,95,9631,292,1886
1301,239467.7757462,4417,17424,511,2565,17569,197,n/e,n/e,11,386,1325,82,n/e,10727,6165,95,9325,292,1994
1302,248329.2603647,4410,17466,524,2616,17782,197,n/e,n/e,11,79,1323,58,n/e,10748,6131,95,8873,296,2007
1303,275795.2473256,4414,17530,524,2743,17901,197,n/e,n/e,11,0,1320,71,n/e,10744,6055,95,8315,299,1971
1304,303478.1560454,4414,17521,524,2758,17704,196,n/e,n/e,11,359,1319,67,n/e,10749,6062,95,7707,293,1984
1305,312168.8724708,4412,17649,521,2807,18084,196,n/e,n/e,11,186,1317,60,n/e,10713,6359,95,7032,298,2032
1306,310433.4983996,4400,17773,523,3380,18299,196,n/e,n/e,11,192,1317,88,n/e,10716,6219,95,6083,298,1984
1307,311181.1861643,4410,17819,511,3446,18361,195,n/e,n/e,11,524,1314,80,n/e,10742,6119,95,5197,298,1896
1308,313248.8659086,4419,17842,505,3485,18732,195,n/e,n/e,11,775,1314,74,n/e,10751,6182,95,4297,304,1847
1309,310387.3448339,4423,17645,512,3573,18615,195,n/e,n/e,11,414,1306,71,n/e,10751,6249,95,3264,297,1927
1310,306828.9049168,4422,17610,522,3671,18726,195,n/e,n/e,11,812,1307,77,n/e,10753,6116,95,2291,283,1963
1311,301092.0166976,4428,17622,523,3915,18873,195,n/e,n/e,11,993,1313,77,n/e,10750,6174,95,1393,283,1925
1312,298982.7987441,4431,17632,524,4126,18944,195,n/e,n/e,11,1510,1334,76,n/e,10749,6094,95,696,297,1845
1313,294888.9774646,4422,17707,516,4180,19134,195,n/e,n/e,11,1321,1338,61,n/e,10709,5980,95,300,298,1747
1314,302296.6247629,4418,17763,521,4353,19443,196,n/e,n/e,11,705,1342,73,n/e,10706,6212,95,126,292,1700
1315,323208.8053914,4419,17771,530,4514,19440,196,n/e,n/e,11,908,1339,84,n/e,10734,6294,95,41,294,1706
1316,322664.1933158,4424,17809,534,4689,19427,196,n/e,n/e,11,1265,1334,77,n/e,10744,6555,95,9,298,1658
1317,307193.518086,4421,17986,533,4703,19443,309,n/e,n/e,11,796,1312,83,n/e,10727,6357,95,6,298,1582
1318,291861.3035533,4427,17998,530,4773,19404,417,n/e,n/e,11,1387,1308,87,n/e,10740,6447,95,0,294,1510
1319,279745.9925514,4414,17843,523,4782,19490,406,n/e,n/e,11,2998,1307,79,n/e,10710,6566,95,0,290,1462
1320,260153.8039026,4412,17772,522,4776,19330,405,n/e,n/e,11,3075,1304,77,n/e,10702,6557,95,0,299,1415
1321,241840.0690243,4397,17779,525,4773,19452,404,n/e,n/e,11,2912,1303,80,n/e,10719,6505,95,0,296,1412
1322,237026.2521195,4407,17739,529,4743,19598,403,n/e,n/e,11,1057,1311,73,n/e,10729,6495,95,0,294,1425
1323,236666.2543069,4410,17779,532,4749,19554,323,n/e,n/e,11,962,1312,74,n/e,10726,6605,95,0,291,1303
1324,239066.2397244,4408,17812,531,4773,19567,203,n/e,n/e,11,2440,1306,86,n/e,10740,6786,95,0,284,1129
1325,243146.2149342,4413,17807,523,4548,19574,197,n/e,n/e,11,2067,1317,103,n/e,10762,6931,95,0,297,1016
1326,249815.405181,4407,17827,521,4002,19602,197,n/e,n/e,11,1923,1319,64,n/e,10761,6710,95,0,296,910
1327,276224.4754868,4413,17816,521,3638,19626,197,n/e,n/e,11,1243,1322,60,n/e,10763,6691,95,0,302,840
1328,301539.7062851,4414,17810,519,3508,19595,197,n/e,n/e,11,989,1325,60,n/e,10761,6809,95,0,306,813
1329,309455.0428063,4427,17762,520,3416,19460,197,n/e,n/e,11,652,1328,87,n/e,10765,6761,95,0,297,858
1330,306699.6749328,4428,17764,513,3092,19169,197,n/e,n/e,11,213,1325,63,n/e,10766,6279,95,0,300,895
1331,308167.3583227,4430,17716,502,2527,18984,197,n/e,n/e,11,140,1319,56,n/e,10757,6101,95,0,301,930
1332,306939.6734745,4434,17723,514,2085,18808,197,n/e,n/e,11,134,1323,45,n/e,10775,5973,95,0,293,941
1333,305291.9911783,4431,17675,523,1950,18538,197,n/e,n/e,11,61,1321,95,n/e,10744,6104,95,0,295,908
1334,304313.535585,4424,17655,526,1566,18294,197,n/e,n/e,11,0,1322,70,n/e,10728,6047,95,0,305,885
1335,299379.7194093,4420,17686,525,1479,18091,197,n/e,n/e,11,48,1318,73,n/e,10729,5460,95,0,312,852
1336,298493.5709475,4436,17695,521,1380,17839,197,n/e,n/e,11,217,1321,83,n/e,10696,5410,95,0,304,839
