timestep,demand_el,biomass,brown_lig,coal_derived_gas,fossil_gas,fossil_hardcoal,fossil_oil,fossil_oil_shale,fossil_peat,geothermal,hydro_pumped_storage,run_of_river,hydro_water_reservoir,marine,nuclear,other ,other_renewable,solar,waste,wind_offshore
899,230873.9818088,3200,14845,488,1078,2543,187,n/e,n/e,11,118,1324,34,n/e,10556,2714,95,202,297,2733
900,243944.6716212,3200,15047,492,1109,2536,187,n/e,n/e,11,197,1265,38,n/e,10618,2737,95,427,308,2723
901,242601.6028587,3200,15242,510,1186,2529,187,n/e,n/e,11,204,1235,35,n/e,10608,3181,95,762,302,2682
902,232632.4326628,3200,15364,520,1210,2492,187,n/e,n/e,11,263,1237,108,n/e,10628,3406,95,1076,311,2668
903,226037.0881212,4476,15337,520,1213,2679,187,n/e,n/e,11,680,1381,27,n/e,10637,3515,95,1268,320,2656
904,223946.331594,4473,15281,523,1206,2835,187,n/e,n/e,11,929,1374,25,n/e,10631,3391,95,1678,306,2678
905,225787.8588663,4476,15146,521,1196,2900,187,n/e,n/e,11,283,1379,11,n/e,10555,3212,95,2005,302,2688
906,241747.7618928,4470,15178,523,1196,3011,187,n/e,n/e,11,478,1386,12,n/e,10451,3070,95,2190,293,2682
907,261999.9465315,4457,15208,521,1201,3216,187,n/e,n/e,11,695,1387,15,n/e,10472,3221,95,2415,281,2681
908,259369.1932853,4444,15208,500,1180,3201,187,n/e,n/e,11,1017,1386,19,n/e,10488,3531,95,2632,277,2681
909,250433.8629616,4431,15417,501,1184,3228,187,n/e,n/e,11,257,1385,16,n/e,10461,3782,95,2817,287,2659
910,244803.1279436,4417,15506,513,1201,3344,187,n/e,n/e,11,237,1369,15,n/e,10443,3414,95,3085,278,2638
911,250004.6348004,4420,15504,521,1210,3519,187,n/e,n/e,11,420,1366,10,n/e,10433,3387,95,3258,282,2645
912,239112.3932901,4429,15529,513,1190,3592,187,n/e,n/e,11,402,1382,15,n/e,10464,3366,95,3458,292,2636
913,235443.1848153,4433,15617,509,1186,3651,186,n/e,n/e,11,418,1380,52,n/e,10476,3294,95,3665,296,2626
914,230500.1379265,4434,15632,502,1186,3612,186,n/e,n/e,11,407,1381,51,n/e,10508,3252,95,3802,303,2614
915,227804.7696884,4436,15643,498,1189,3623,185,n/e,n/e,11,300,1381,55,n/e,10563,3200,95,3867,310,2595
916,227154.0044117,4441,15611,512,1183,3605,186,n/e,n/e,11,233,1382,23,n/e,10578,3096,95,3885,311,2595
917,227818.6157581,4437,15633,525,1186,3496,186,n/e,n/e,11,173,1381,15,n/e,10605,2888,95,4025,307,2584
918,237797.0166671,4440,15793,517,1185,3511,185,n/e,n/e,11,252,1375,28,n/e,10629,2993,95,4029,314,2561
919,269453.7473955,4447,15831,506,1188,3375,185,n/e,n/e,11,386,1371,29,n/e,10644,3181,95,3942,312,2527
920,303828.9231449,4456,15827,506,1186,3218,185,n/e,n/e,11,243,1370,15,n/e,10620,3024,95,3763,300,2464
921,315787.3120233,4445,15954,510,1185,3213,185,n/e,n/e,11,186,1370,43,n/e,10626,2926,95,3552,301,2410
922,319567.2890559,4439,15791,499,1183,3369,185,n/e,n/e,11,308,1368,75,n/e,10632,3481,95,3202,298,2404
923,323836.4938852,4443,15640,498,1180,3553,185,n/e,n/e,11,534,1371,30,n/e,10631,3400,95,2855,302,2414
924,327334.9341669,4449,15652,485,1168,3605,185,n/e,n/e,11,597,1372,23,n/e,10665,3445,95,2429,302,2439
925,325525.7143906,4452,15812,491,1163,3676,185,n/e,n/e,11,577,1375,20,n/e,10668,2980,95,1980,300,2455
926,323070.3446942,4456,15865,482,1168,3851,185,n/e,n/e,11,567,1374,14,n/e,10669,3225,95,1453,285,2476
927,317384.2253973,4457,16001,494,1177,4207,185,n/e,n/e,11,675,1371,29,n/e,10679,3173,95,944,283,2409
928,313895.0158288,4458,16218,508,1174,4381,185,n/e,n/e,11,531,1370,18,n/e,10683,2930,95,529,299,2473
929,308379.664725,4452,16262,512,1179,4459,185,n/e,n/e,11,153,1368,8,n/e,10649,3067,95,216,302,2554
930,317162.6882818,4451,16419,507,1183,4545,185,n/e,n/e,11,373,1366,26,n/e,10617,2957,95,71,304,2513
931,330865.6819446,4449,16435,506,1191,4929,185,n/e,n/e,11,637,1362,53,n/e,10661,2600,95,28,294,2455
932,324976.4869585,4446,16488,510,1200,5322,185,n/e,n/e,11,1186,1357,102,n/e,10680,2889,95,8,296,2385
933,309598.1188601,4445,16584,494,1196,5568,185,n/e,n/e,11,355,1360,21,n/e,10642,3146,95,0,311,2370
934,295341.2824087,4447,16666,485,1205,5669,185,n/e,n/e,11,536,1360,15,n/e,10682,3292,95,0,311,2368
935,288464.4011162,4446,16670,493,1208,5859,185,n/e,n/e,11,2048,1358,26,n/e,10692,3058,95,0,294,2377
936,270907.5847157,4450,16737,493,1210,5998,185,n/e,n/e,11,2069,1356,35,n/e,10676,3063,95,0,282,2240
937,260481.4942192,4451,16664,499,1215,6088,185,n/e,n/e,11,1392,1359,33,n/e,10665,3084,95,0,310,2245
938,254864.6052709,4445,16685,498,1224,6118,185,n/e,n/e,11,1070,1359,20,n/e,10682,3101,95,0,297,2285
939,253253.8458272,4438,16695,507,1230,6142,185,n/e,n/e,11,665,1349,15,n/e,10687,3210,95,0,295,2222
940,250650.7847205,4437,16674,513,1237,6172,185,n/e,n/e,11,481,1346,11,n/e,10684,3349,95,0,291,2246
941,250512.3240234,4443,16682,508,1240,6194,185,n/e,n/e,11,1168,1356,25,n/e,10651,3434,95,0,287,2331
942,257319.9749673,4438,16716,516,1280,6043,185,n/e,n/e,11,405,1363,14,n/e,10651,3372,95,0,289,2366
943,280142.9132166,4438,16701,509,1295,5842,185,n/e,n/e,11,333,1362,23,n/e,10663,3341,95,0,291,2250
944,310018.1163081,4438,16560,495,1337,5674,186,n/e,n/e,11,223,1357,12,n/e,10635,3407,95,0,295,2194
945,320481.1296572,4438,16247,488,1324,5052,186,n/e,n/e,11,3,1359,41,n/e,10641,3644,95,0,299,2200
946,323181.1132519,4433,16232,496,1330,4715,186,n/e,n/e,11,245,1359,25,n/e,10638,3308,95,0,291,2222
947,321630.3534437,4427,16248,489,1328,4594,185,n/e,n/e,11,62,1360,62,n/e,10631,3378,95,0,286,2028
948,321247.2788482,4429,16189,490,1327,4403,185,n/e,n/e,11,111,1361,74,n/e,10627,3365,95,0,282,1856
949,326019.5575438,4423,16052,502,1321,4317,185,n/e,n/e,11,397,1360,75,n/e,10690,3407,95,0,300,1791
950,325202.6394305,4429,15986,500,1324,4200,184,n/e,n/e,11,69,1359,53,n/e,10673,3587,95,0,308,1729
951,322068.812318,4428,15978,516,1325,4211,184,n/e,n/e,11,23,1359,76,n/e,10666,3488,95,0,306,1678
952,319913.4407988,4425,16085,513,1322,4366,185,n/e,n/e,11,64,1358,114,n/e,10664,3612,95,0,316,1646
953,314268.8597111,4412,16491,509,1336,4777,185,n/e,n/e,11,1304,1359,64,n/e,10681,3893,95,0,313,1722
954,322673.424029,4406,16462,520,1316,5008,184,n/e,n/e,11,1105,1357,54,n/e,10674,3893,95,0,313,1774
955,333639.5112444,4410,16501,528,1332,4856,184,n/e,n/e,11,645,1357,28,n/e,10673,3578,95,0,317,1778
956,326573.4003325,4410,16556,530,1330,4543,185,n/e,n/e,11,156,1357,11,n/e,10675,3404,95,0,314,1836
957,312778.0995383,4404,16623,529,1288,4255,185,n/e,n/e,11,792,1358,18,n/e,10685,3241,95,0,303,1878
958,301987.3958726,4407,16601,523,1274,4138,184,n/e,n/e,11,157,1357,9,n/e,10654,3111,95,0,305,1897
959,293070.5269752,4407,16506,528,1275,4097,184,n/e,n/e,11,117,1361,10,n/e,10644,2926,95,0,311,1860
960,277359.8532036,4401,16331,508,1251,3925,182,n/e,n/e,11,142,1365,4,n/e,10588,2745,95,0,292,1770
961,266513.765259,4383,16233,481,1216,3912,180,n/e,n/e,11,166,1367,101,n/e,10653,2795,95,0,287,1774
962,258815.3504967,4390,16190,477,1206,3815,179,n/e,n/e,11,176,1369,95,n/e,10648,2961,95,0,283,1748
963,255123.0652389,4394,16143,477,1208,3763,179,n/e,n/e,11,151,1371,74,n/e,10615,3210,95,0,283,1803
964,252653.8494728,4398,16154,463,1193,3664,179,n/e,n/e,11,0,1377,79,n/e,10610,3173,95,0,285,1717
965,254827.6824183,4381,16163,476,1185,3636,179,n/e,n/e,11,1,1374,124,n/e,10675,2739,95,0,285,1544
966,261127.6441393,4386,16125,476,1189,3467,179,n/e,n/e,11,0,1372,111,n/e,10637,2520,95,0,284,1547
967,282838.2814547,4386,16174,479,1214,3433,179,n/e,n/e,11,1,1372,113,n/e,10594,2391,95,0,287,1493
968,310756.5733597,4386,16154,492,1304,3296,179,n/e,n/e,11,0,1371,97,n/e,10550,2516,95,0,297,1506
969,319488.8279942,4367,16178,494,1384,3304,179,n/e,n/e,11,0,1368,121,n/e,10571,2572,95,0,301,1499
970,321981.1205432,4370,16109,502,1389,3274,179,n/e,n/e,11,1,1369,87,n/e,10555,2356,95,0,297,1564
971,326619.5538982,4370,16060,509,1392,3390,178,n/e,n/e,11,1,1370,120,n/e,10547,2357,95,0,291,1605
972,330644.1448291,4369,15927,505,1382,3470,179,n/e,n/e,11,1,1370,130,n/e,10560,2243,95,0,300,1423
973,330127.224893,4366,15696,497,1380,3550,179,n/e,n/e,11,17,1366,170,n/e,10669,2359,95,0,304,1325
974,327699.5473361,4366,15693,495,1383,3813,179,n/e,n/e,11,0,1368,138,n/e,10667,2465,95,0,292,1217
975,324441.1055961,4357,15795,508,1392,3945,179,n/e,n/e,11,5,1368,125,n/e,10674,2417,95,0,297,1167
976,323328.8046622,4364,15974,512,1389,4099,179,n/e,n/e,11,0,1369,109,n/e,10655,2540,95,0,300,1230
977,317476.5325287,4362,16368,500,1389,4604,179,n/e,n/e,11,2,1368,90,n/e,10634,2988,95,0,291,1273
978,324921.1026796,4363,16531,494,1395,5024,179,n/e,n/e,11,0,1368,79,n/e,10647,2967,95,0,277,1243
979,337507.1800519,4362,16750,479,1399,5691,179,n/e,n/e,11,0,1366,82,n/e,10635,2608,95,0,292,1346
980,332213.3660636,4362,17075,443,1456,6025,179,n/e,n/e,11,0,1366,92,n/e,10563,2555,95,0,296,1250
981,316488.8462223,4383,17354,437,1485,6762,179,n/e,n/e,11,0,1370,117,n/e,10516,3057,95,0,280,1120
982,305028.9158536,4394,17350,477,1491,7978,179,n/e,n/e,11,0,1371,109,n/e,10475,3189,95,0,302,1125
983,298013.573864,4395,17518,468,1536,8888,178,n/e,n/e,11,0,1369,116,n/e,10474,3433,95,0,295,1229
984,281910.5947837,4389,17761,478,1595,10195,178,n/e,n/e,11,88,1367,145,n/e,10575,3653,95,0,297,1291
985,270690.6629568,4385,17950,500,1776,11531,179,n/e,n/e,11,0,1365,147,n/e,10605,3890,95,0,304,1243
986,263850.7045169,4389,18034,497,1880,12773,179,n/e,n/e,11,50,1365,161,n/e,10679,3945,95,0,297,1139
987,257389.2053159,4388,18060,497,2098,13916,179,n/e,n/e,11,496,1369,214,n/e,10708,4545,95,0,290,1054
988,258801.504427,4403,18059,496,2327,15031,180,n/e,n/e,11,1211,1375,174,n/e,10706,4369,95,0,297,1010
989,259747.6525242,4414,17928,486,2551,15923,180,n/e,n/e,11,520,1376,116,n/e,10676,4957,95,0,302,1048
990,264455.3162278,4431,18008,487,2562,16907,180,n/e,n/e,11,853,1368,140,n/e,10728,5164,95,0,289,1100
991,287259.7930509,4433,18084,489,2730,17389,180,n/e,n/e,11,1545,1295,123,n/e,10732,5156,95,0,296,1043
992,313258.0966218,4429,18171,492,3041,17512,180,n/e,n/e,11,2654,1317,116,n/e,10731,5593,95,0,310,979
993,322138.0426666,4419,18271,481,3203,17703,180,n/e,n/e,11,962,1311,107,n/e,10714,5858,95,5,310,940
994,326167.2489541,4433,18325,464,3222,17846,180,n/e,n/e,11,1382,1327,99,n/e,10729,5716,95,38,305,910
995,332407.2110397,4442,18358,463,3206,17948,180,n/e,n/e,11,1168,1345,64,n/e,10734,5662,95,104,297,920
996,336210.2648551,4447,18327,460,3008,17894,180,n/e,n/e,11,1104,1344,64,n/e,10741,5817,95,212,307,955
997,335236.4246184,4445,18510,444,3013,17796,180,n/e,n/e,11,646,1343,64,n/e,10734,5666,95,352,306,983
998,333685.6648101,4447,18585,459,3049,17784,180,n/e,n/e,11,1412,1344,65,n/e,10733,5513,95,433,309,1015
999,329014.9239591,4450,18604,488,3034,17707,179,n/e,n/e,11,1363,1341,57,n/e,10725,5494,95,592,299,1114
1000,324496.489875,4444,18614,501,3020,17720,180,n/e,n/e,11,780,1342,53,n/e,10725,5289,95,799,299,1154
1001,315921.1573639,4443,18484,499,2748,17657,180,n/e,n/e,11,829,1343,75,n/e,10726,5430,95,1021,296,1041
1002,322414.9640609,4441,18462,489,2757,17580,180,n/e,n/e,11,2030,1345,122,n/e,10733,5554,95,1251,297,994
1003,335914.8820345,4429,18473,485,2848,17562,180,n/e,n/e,11,2094,1347,75,n/e,10743,5513,95,1472,290,987
1004,330994.9119286,4426,18449,487,2848,17607,181,n/e,n/e,11,902,1351,67,n/e,10745,5654,95,1627,289,904
1005,315030.3935455,4411,18324,487,2926,17739,181,n/e,n/e,11,533,1343,67,n/e,10730,5589,95,1759,299,871
1006,302088.9337172,4412,18252,473,3054,17973,181,n/e,n/e,11,1843,1343,49,n/e,10742,5518,95,1934,311,869
1007,296933.5804261,4411,18279,471,3084,18000,181,n/e,n/e,11,2053,1344,51,n/e,10744,5464,95,2086,322,871
1008,287476.7148097,4358,18300,477,3015,18027,181,n/e,n/e,11,2099,1336,58,n/e,10743,5419,95,2176,319,875
1009,273999.8736191,4336,18303,500,2895,18040,181,n/e,n/e,11,1464,1339,56,n/e,10732,5471,95,2216,320,899
1010,264270.701965,4352,18366,500,2772,18075,181,n/e,n/e,11,492,1343,60,n/e,10735,5651,95,2238,301,881
1011,261404.5655336,4348,18373,514,2753,18082,181,n/e,n/e,11,783,1341,61,n/e,10739,5861,95,2272,291,964
1012,257795.3566942,4343,18373,519,2977,18018,180,n/e,n/e,11,1466,1350,55,n/e,10725,6026,95,2225,291,1009
1013,257536.8967262,4345,18496,519,3093,17848,179,n/e,n/e,11,985,1350,117,n/e,10742,5965,95,2183,292,1025
1014,261146.1055656,4341,18559,506,3143,17702,179,n/e,n/e,11,900,1346,85,n/e,10743,5897,95,2079,291,993
1015,281204.4452282,4344,18573,518,3057,17717,180,n/e,n/e,11,1776,1350,43,n/e,10742,5748,95,1955,292,992
1016,306667.3674368,4351,18567,517,3101,17776,179,n/e,n/e,11,373,1354,40,n/e,10735,5741,95,1760,291,920
1017,316244.232324,4345,18518,486,3193,17874,180,n/e,n/e,11,750,1354,60,n/e,10735,5835,95,1550,298,842
1018,321330.3552665,4374,18500,496,3191,17860,180,n/e,n/e,11,882,1356,45,n/e,10739,5909,95,1372,293,879
1019,324565.7202236,4384,18555,515,3191,17855,180,n/e,n/e,11,447,1355,43,n/e,10742,5933,95,1221,305,938
1020,329014.9239591,4391,18530,500,3197,17811,179,n/e,n/e,11,510,1365,42,n/e,10722,5779,95,1041,286,955
1021,328807.2329134,4405,18565,488,3368,17908,180,n/e,n/e,11,611,1368,47,n/e,10726,5991,95,855,291,892
1022,322747.2697341,4409,18568,507,3346,18002,180,n/e,n/e,11,358,1374,41,n/e,10722,5938,95,690,291,894
1023,315025.7781889,4424,18570,511,3346,18013,179,n/e,n/e,11,308,1375,42,n/e,10671,5827,95,478,290,1065
1024,310387.3448339,4443,18539,497,3258,17972,179,n/e,n/e,11,105,1378,42,n/e,10696,5852,95,357,294,1127
1025,306344.2924767,4453,18565,472,3102,18175,180,n/e,n/e,11,86,1378,40,n/e,10706,6366,95,228,293,1165
1026,313867.3236893,4460,18568,498,3175,18291,180,n/e,n/e,11,72,1379,40,n/e,10726,6275,95,87,312,1222
1027,330002.6102656,4456,18555,498,3278,18282,180,n/e,n/e,11,386,1393,41,n/e,10729,6295,95,29,298,1286
1028,323264.1896702,4464,18528,508,3363,18280,180,n/e,n/e,11,773,1404,40,n/e,10722,6198,95,8,305,1363
1029,304982.7622879,4457,18492,505,3404,18212,180,n/e,n/e,11,975,1405,39,n/e,10651,6417,95,5,306,1442
1030,291552.074663,4458,18518,498,3408,18225,180,n/e,n/e,11,2476,1412,51,n/e,10712,6460,95,0,305,1554
1031,287098.2555708,4463,18459,505,3408,18220,180,n/e,n/e,11,1151,1414,39,n/e,10620,6394,95,0,299,1606
1032,273409.1079778,4466,18416,517,3344,18155,180,n/e,n/e,11,2085,1417,50,n/e,10659,6636,95,0,298,1630
1033,262489.1743281,4465,18308,516,3204,18090,180,n/e,n/e,11,2845,1412,46,n/e,10690,6536,95,0,293,1645
1034,252796.9255266,4465,18277,513,3117,18118,180,n/e,n/e,11,1782,1411,40,n/e,10714,6520,95,0,301,1625
1035,244309.2847904,4465,18283,509,3103,18077,180,n/e,n/e,11,1469,1411,46,n/e,10725,6465,95,0,303,1531
1036,240884.6902138,4464,18302,517,3095,17910,180,n/e,n/e,11,1177,1412,85,n/e,10732,6314,95,0,310,1470
1037,237607.7870476,4459,18278,514,2883,17701,180,n/e,n/e,11,1741,1418,80,n/e,10731,5911,95,0,305,1428
1038,232586.2790971,4460,18253,513,2842,17682,179,n/e,n/e,11,1759,1423,41,n/e,10722,5992,95,0,303,1434
1039,226374.009151,4460,18265,504,2643,17620,180,n/e,n/e,11,1301,1427,40,n/e,10708,6127,95,0,296,1479
1040,230315.5236636,4471,18242,511,2341,17489,180,n/e,n/e,11,732,1430,41,n/e,10688,6127,95,0,307,1473
1041,243690.8270097,4471,18402,511,2352,17280,179,n/e,n/e,11,1158,1427,68,n/e,10729,6120,95,0,300,1500
1042,259895.3439346,4469,18423,511,1882,16874,179,n/e,n/e,11,929,1424,55,n/e,10701,5873,95,0,298,1471
1043,270441.4337019,4455,18428,491,1593,16477,179,n/e,n/e,11,609,1421,78,n/e,10713,5903,95,0,303,1376
1044,276164.4758514,4458,18391,471,1370,16012,180,n/e,n/e,11,173,1421,69,n/e,10694,6204,95,0,302,1392
1045,275292.1734593,4452,18464,482,1340,15385,180,n/e,n/e,11,68,1421,106,n/e,10723,5695,95,0,295,1351
1046,267750.6808204,4455,18439,507,1347,14917,179,n/e,n/e,11,113,1425,107,n/e,10718,5357,95,0,292,1338
1047,259969.1896397,4449,18429,508,1350,13800,179,n/e,n/e,11,181,1427,99,n/e,10697,5340,95,0,302,1422
1048,257273.8214016,4451,18431,507,1334,13450,180,n/e,n/e,11,77,1429,82,n/e,10616,5309,95,0,305,1498
1049,254564.6070937,4439,18468,507,1334,13555,180,n/e,n/e,11,1214,1428,118,n/e,10699,4789,95,0,298,1514
1050,266564.5341813,4436,18421,507,1336,13430,179,n/e,n/e,11,756,1431,103,n/e,10704,4750,95,0,294,1452
1051,285044.4218962,4437,18388,507,1342,12855,179,n/e,n/e,11,210,1433,127,n/e,10718,4777,95,0,291,1429
1052,277872.1577831,4444,18239,506,1324,11750,179,n/e,n/e,11,31,1438,112,n/e,10672,4575,95,0,300,1457
1053,262184.5607943,4446,17716,349,1271,10802,180,n/e,n/e,11,131,1442,102,n/e,10703,4502,95,0,299,1428
1054,254541.5303109,4448,17587,497,1281,10092,180,n/e,n/e,11,1,1445,92,n/e,10711,4678,95,0,300,1394
1055,256581.5179157,4450,17503,496,1277,9543,179,n/e,n/e,11,1,1450,89,n/e,10704,4772,95,0,299,1458
1056,249076.9481294,4452,17435,497,1247,9048,180,n/e,n/e,11,1,1451,79,n/e,10672,4547,95,0,296,1501
1057,236352.41006,4455,17453,488,1207,8865,180,n/e,n/e,11,1,1452,135,n/e,10724,3692,95,0,291,1533
1058,228667.8413674,4463,17423,493,1159,8578,179,n/e,n/e,11,0,1453,96,n/e,10714,3553,95,0,291,1515
1059,224827.8646993,4455,17398,505,1164,8284,180,n/e,n/e,11,1,1455,93,n/e,10669,3697,95,0,300,1493
1060,223314.0277437,4456,17390,505,1162,7773,180,n/e,n/e,11,2,1452,84,n/e,10588,3626,95,0,301,1461
1061,220009.432438,4425,17447,501,1163,7495,180,n/e,n/e,11,5,1447,120,n/e,10616,3118,95,0,301,1442
1062,214212.5445834,4425,17399,504,1170,7104,179,n/e,n/e,11,32,1449,97,n/e,10605,2978,95,0,302,1397
1063,201464.9297311,4453,17382,506,1177,6835,180,n/e,n/e,11,41,1454,96,n/e,10549,3076,95,0,301,1357
1064,201169.5469105,4455,17348,507,1185,6557,180,n/e,n/e,11,0,1456,103,n/e,10609,3512,95,0,301,1296
1065,211812.5591659,4434,17371,507,1183,6531,180,n/e,n/e,11,0,1456,117,n/e,10671,3756,95,0,298,1279
1066,225672.474952,4434,17294,507,1185,6262,179,n/e,n/e,11,1,1457,101,n/e,10686,3776,95,0,292,1266
1067,238715.4726249,4435,17183,507,1185,6188,180,n/e,n/e,11,0,1458,91,n/e,10662,3801,95,0,304,1234
1068,250627.7079377,4433,17103,522,1186,6160,180,n/e,n/e,11,5,1458,92,n/e,10685,3904,95,0,298,1206
1069,247812.3404287,4426,17083,520,1182,6141,180,n/e,n/e,11,0,1457,105,n/e,10677,3850,95,0,293,1117
1070,237173.9435298,4429,17083,515,1183,6119,180,n/e,n/e,11,1,1456,89,n/e,10666,3972,95,0,302,1041
1071,229710.9119527,4437,17069,516,1180,6122,179,n/e,n/e,11,0,1457,94,n/e,10682,4124,95,0,301,1047
1072,226895.5444437,4435,17052,519,1187,6095,179,n/e,n/e,11,1,1460,78,n/e,10648,4193,95,0,301,1073
1073,226281.7020196,4444,17115,516,1195,6167,180,n/e,n/e,11,0,1464,109,n/e,10654,3588,95,0,301,1017
1074,238161.6298363,4436,17030,510,1192,6257,179,n/e,n/e,11,0,1465,95,n/e,10666,3890,95,0,301,989
1075,263236.8620928,4428,17056,509,1198,6275,179,n/e,n/e,11,1,1465,87,n/e,10653,3604,95,0,299,987
1076,262983.0174813,4424,17206,501,1203,6367,180,n/e,n/e,11,0,1465,82,n/e,10601,3682,95,0,301,944
1077,254703.0677909,4428,17417,506,1219,6564,180,n/e,n/e,11,0,1467,85,n/e,10649,4495,95,0,297,892
1078,251264.6271446,4433,17639,519,1241,6739,179,n/e,n/e,11,0,1472,88,n/e,10616,4115,95,0,291,851
1079,258206.1234291,4433,17740,514,1245,7632,179,n/e,n/e,11,0,1471,104,n/e,10645,4073,95,0,303,912
1080,249598.4834221,4430,17773,516,1283,8811,179,n/e,n/e,11,0,1472,105,n/e,10647,4264,95,0,308,1014
1081,241812.3768849,4425,17960,507,1317,10393,179,n/e,n/e,11,0,1474,167,n/e,10639,4827,95,0,301,1085
1082,238650.8576329,4422,18024,489,1328,12007,178,n/e,n/e,11,125,1474,119,n/e,10720,4312,95,0,309,1160
1083,235470.8769547,4434,18049,493,1408,13488,178,n/e,n/e,11,91,1473,141,n/e,10728,4592,95,0,311,1163
1084,233029.353328,4443,18023,500,1446,14938,179,n/e,n/e,11,201,1470,99,n/e,10711,4758,95,0,295,1207
1085,232983.1997623,4442,18045,503,1440,16410,180,n/e,n/e,11,923,1460,160,n/e,10713,5727,95,0,305,1245
1086,238217.0141151,4444,18113,504,1547,17324,180,n/e,n/e,11,1700,1448,159,n/e,10725,6039,95,0,312,1141
1087,254103.0714365,4436,18097,497,1722,17718,180,n/e,n/e,11,2319,1438,80,n/e,10721,6356,95,1,302,1336
1088,280516.7570989,4436,17953,501,1751,17944,180,n/e,n/e,11,2749,1438,123,n/e,10717,6587,95,2,307,1365
1089,294833.5931858,4443,17744,516,1751,18316,180,n/e,n/e,11,3627,1435,89,n/e,10714,6690,95,7,310,1304
1090,303976.6145552,4449,17765,517,1758,18427,179,n/e,n/e,11,2552,1430,104,n/e,10720,6869,95,43,308,1245
1091,308596.5864839,4451,17771,517,1762,18324,179,n/e,n/e,11,3814,1424,104,n/e,10709,6969,95,153,312,1280
1092,313055.0209326,4476,17807,517,1757,18288,180,n/e,n/e,11,3492,1422,76,n/e,10714,6904,95,320,310,1253
1093,311176.5708078,4477,17929,517,1748,17860,180,n/e,n/e,11,3159,1419,147,n/e,10721,7009,95,481,302,1260
1094,306967.3656139,4482,17947,350,1747,17436,179,n/e,n/e,11,2318,1418,105,n/e,10708,7183,95,683,291,1363
1095,301641.2441297,4483,17943,349,1758,17566,179,n/e,n/e,11,3406,1419,99,n/e,10695,7210,95,865,293,1393
1096,298355.1102503,4487,18015,508,1749,17592,179,n/e,n/e,11,1948,1416,75,n/e,10692,7120,95,1134,307,1379
1097,293301.2948038,4469,17998,517,1751,17626,178,n/e,n/e,11,1677,1404,63,n/e,10707,7094,95,1385,302,1419
1098,299416.6422619,4479,17953,518,1758,17611,178,n/e,n/e,11,669,1403,65,n/e,10706,6899,95,1622,293,1518
1099,317550.3782339,4481,17905,516,1758,17662,179,n/e,n/e,11,1539,1408,66,n/e,10726,6675,95,1889,286,1581
1100,314259.628998,4471,17802,519,1761,17399,179,n/e,n/e,11,532,1413,71,n/e,10701,6775,95,2129,285,1459
1101,301193.5545422,4466,17816,513,1763,17346,178,n/e,n/e,11,2192,1413,142,n/e,10720,6678,95,2332,295,1508
1102,290716.6951234,4462,17758,507,1758,17581,179,n/e,n/e,11,735,1408,120,n/e,10729,6662,95,2504,298,1511
1103,285602.8800414,4474,17780,516,1756,17734,179,n/e,n/e,11,1739,1408,94,n/e,10722,6651,95,2591,286,1419
1104,270012.2055407,4476,17748,517,1751,17989,178,n/e,n/e,11,438,1406,69,n/e,10701,6724,95,2727,299,1250
1105,257283.0521147,4477,17735,514,1738,18146,178,n/e,n/e,11,1037,1408,87,n/e,10692,6158,95,2927,302,1137
1106,252183.0831025,4490,17720,506,1736,17914,179,n/e,n/e,11,565,1412,71,n/e,10614,6109,95,3137,311,1186
1107,250175.4029936,4480,17715,505,1747,17889,178,n/e,n/e,11,444,1409,102,n/e,10692,6444,95,3240,306,1080
1108,247036.9605245,4476,17726,511,1733,18071,179,n/e,n/e,11,304,1410,87,n/e,10689,6442,95,3265,305,970
1109,249376.9463066,4468,17733,517,1733,18305,179,n/e,n/e,11,188,1408,73,n/e,10691,6361,95,3316,306,995
1110,252524.6194888,4467,17698,527,1740,18037,178,n/e,n/e,11,64,1410,70,n/e,10686,6309,95,3317,313,1166
1111,272762.9580577,4469,17734,526,1740,17849,179,n/e,n/e,11,47,1407,54,n/e,10681,6356,95,3045,303,1209
1112,297510.4999976,4482,17646,527,1733,17662,179,n/e,n/e,11,42,1410,51,n/e,10628,6362,95,2869,303,1246
1113,306238.1392755,4475,17696,527,1739,17192,179,n/e,n/e,11,583,1409,69,n/e,10704,6382,95,2746,301,1272
1114,310913.4954831,4477,17724,527,1747,16869,179,n/e,n/e,11,789,1410,73,n/e,10723,6500,95,2657,296,1331
1115,313913.477255,4480,17713,522,1758,17099,179,n/e,n/e,11,263,1411,85,n/e,10650,6422,95,2361,292,1268
1116,316641.1529892,4484,17723,528,1775,17328,178,n/e,n/e,11,392,1401,62,n/e,10471,6429,95,1949,267,1213
1117,312136.5649748,4478,17737,528,1781,17449,178,n/e,n/e,11,542,1395,79,n/e,10430,6170,95,1622,233,1022
1118,304927.3780091,4469,17755,527,1783,17742,179,n/e,n/e,11,166,1405,66,n/e,10426,6135,95,1274,229,1022
1119,297164.3482547,4470,17710,532,1789,17813,179,n/e,n/e,11,112,1410,76,n/e,10525,6250,95,908,227,980
1120,293781.2918873,4471,17712,531,1784,17503,178,n/e,n/e,11,89,1406,94,n/e,10682,6376,95,564,238,958
1121,291441.3061052,4468,17773,528,1777,17871,179,n/e,n/e,11,315,1408,73,n/e,10695,6741,95,299,237,898
1122,300796.633877,4471,17745,527,1777,18129,179,n/e,n/e,11,140,1409,86,n/e,10700,6924,95,123,239,1028
